what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui",1350399489573
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1350399489573
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1350399489573
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1350399489574
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1350399489575
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1350399489575
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1350399489576
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1350399489576
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1350399489577
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1350399489578
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1350399489578
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1350399489578
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1350399489578
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1350399489579
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.core",1350399489579
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1350399489579
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1350399489580
os,sysinfo,,,"macosx",1350399489582
arch,sysinfo,,,"x86",1350399489582
ws,sysinfo,,,"cocoa",1350399489582
locale,sysinfo,,,"en_US",1350399489582
processors,sysinfo,,,"2",1350399489582
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350399489582
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3811",1350399489582
java.specification.name,sysinfo,,,"Java Platform API Specification",1350399489582
